event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SYR138463,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Bir Haso",36.6433,38.2369,1,"Alkhabour; Liveuamap; SOHR","Local partner-New media","On 1 January 2025, Turkish forces shelled Bir Haso town in Aleppo countryside with rockets. Casualties unknown.",0,,1759187423,516,1008,1790,1790
SYR138465,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Turkey (2016-)","JWS: Syrian National Army","External/Other forces",,,,"External/Other forces only",,760,"Middle East",Syria,Aleppo,"Ain Al Arab","Ain al Arab","Karb Karbalak",36.7400,38.5489,1,SOHR,Other,"On 1 January 2025, Turkish forces supported by JWS shelled Karb Karbalak town in Aleppo countryside with heavy artillery. Casualties unknown.",0,,1759187423,82,270,1001,1001
SYR138710,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","QSD: Syrian Democratic Forces",,"Rebel group","JWS: Syrian National Army",,"Rebel group","Rebel group-Rebel group",,760,"Middle East",Syria,Aleppo,"Ain Al Arab",Sarin,"Sad Tishreen",36.3814,38.1833,2,"Alkhabour; SOHR",Other-National,"On 1 January 2025, clashes and shelling exchange took place between QSD forces and JWS forces on Sad Tishreen axis in Aleppo countryside. Casualties unknown.",0,,1759187423,2417,6144,15446,15446
SYR138910,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Aleppo,"Ain Al Arab","Lower Shyookh",Bughaz,36.7215,38.2566,1,"Halab Today; Syria TV",National,"On 1 January 2025, a landmine previously planted by unknown gunmen exploded on the outskirts of Bughaz town in Aleppo countryside, injuring five children some of whom seriously. There were no fatalities.",0,,1762291933,226,427,2198,2198
PSE65514,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","AAMB: Farah Youth of Revenge and Liberation","Katibat Mukhayyam al Farah","Political militia","Military Forces of Israel (2022-)",,"External/Other forces","Political militia-External/Other forces",,275,"Middle East",Palestine,"West Bank",Tubas,,"Farah Camp",32.2935,35.3443,1,Liveuamap,"Local partner-New media","On 1 January 2025, AAMB: Farah Youth of Revenge and Liberation and Katibat Mukhayyam al Farah (PIJ) exchanged fire with Israeli forces that raided the Farah Camp (Tubas, West Bank). Militants also targeted Israeli forces with explosives. There were no casualties.",0,,1753956656,5135,6677,7158,7158
PSE66139,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Israel (2022-)",,"External/Other forces","Civilians (Palestine)",,Civilians,"External/Other forces-Civilians","Civilian targeting",275,"Middle East",Palestine,"West Bank",Hebron,,"Bayt Awwa",31.5091,34.9494,2,Liveuamap,"Local partner-New media","On 1 January 2025, Israeli forces opened fire at a Palestinian near Bayt Awwa (Hebron, West Bank), injuring him.",0,,1753956656,10793,13844,13882,13844
LBN32283,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Israel (2022-)",,"External/Other forces",,,,"External/Other forces only",,422,"Middle East",Lebanon,"Al Nabatieh","Bint Jbeil",,"Aita ech Chaab",33.0971,35.3367,1,"Lebanon24; National News Agency Lebanon",National,"On 1 January 2025, the Israeli military used machine gunfire targeting houses in Aita ech Chaab town (Bint Jbeil, Al Nabatieh). There were no casualties. Israeli enemy army is carrying out an operation to blow up a number of houses in the town. This event occurred following the implementation of the ceasefire agreement on 27 November.",0,,1756769989,1775,3931,3984,3984
IRQ61675,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party","Civilians (Iraq)","Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,Zakho,Batifa,Avlihe,37.2301,42.9438,1,"ANF News; Shafaaq News",National-International,"On 1 January 2025, Turkish forces targeted 2 vehicles in the Avlihe village of the Batifa subdistrict (Zakho, Duhok). Sources differed on the nature of the attack (whether it was a drone strike or a shelling attack) and the targets (whether they were PKK militants or civilians). Casualties unknown.",0,,1753954492,17,59,613,613
IRQ61677,2025-01-01,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Turkey (2016-)",,"External/Other forces","PKK: Kurdistan Workers Party",,"Rebel group","Rebel group-External/Other forces",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Merstak,37.0827,43.5136,2,"Shafaaq News",National,"Interception: On 1 January 2025, Turkish army forces shot down 1 PKK drone (likely armed) between the Kwani and Merstak villages (Al Amadiya, Duhok).",0,,1753954492,651,794,923,
IRQ61870,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","Unidentified Tribal Militia (Iraq)",,"Identity militia","Unidentified Tribal Militia (Iraq)",,"Identity militia","Identity militia-Identity militia",,368,"Middle East",Iraq,Baghdad,"Al Adhamiya","Al Rashdia","Al Husseiniya",33.5467,44.4167,1,"Shafaaq News",National,"On 1 January 2025, members of two unidentified tribes clashed in Al Husseiniya city (Baghdad) due to a tribal dispute. During the exchange of fire (pistols) one of the participants of the clash who was an employee of the Ministry of Interior was killed and two other participants were injured. The security forces imposed their control. 1 fatality. 2 injured.",1,,1747779251,26660,137911,216449,216449
SYR140791,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Lattakia,Jablah,"Ein Elsharqiyeh","Ein Elsharqiyeh",35.3324,36.0927,1,"Rasd Network",National,"On 1 January 2025, unidentified gunmen abducted a young man and on 5 January his body was found near the 107th brigade in Ein Elsharqiyeh village in rural Lattakia, killed by his abductors. 1 fatality.",1,,1762291933,3212,4841,19845,19845
SYR138914,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Syria)",,"Political militia","Civilians (Syria)",,Civilians,"Political militia-Civilians","Civilian targeting",760,"Middle East",Syria,Tartous,Tartous,Tartous,Tartous,34.8866,35.8934,1,SOHR,Other,"On 1 January 2025, unknown gunmen shot and killed a man in his fifties who is a collaborator with the former regime in eastern Al Ghamqa in Tartous city, after kidnapping him. 1 fatality.",1,,1762291933,44807,168024,337217,337217
YEM95886,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Yemen)",,"Political militia","Civilians (Yemen)",,Civilians,"Political militia-Civilians","Civilian targeting",887,"Middle East",Yemen,Ibb,"Al Udayn",,"Uzlat Khabaz",13.9437,44.0271,2,"Al Mashhad Al Yemeni - Pro-IRG; Khabar News Agency (Yemen)",National,"On 1 January 2025, unidentified gunmen shot at civilians in Uzlat Khabaz region (Al Udayn, Ibb) resulting in the killing of 1 civilian and the injury of another. The gunmen fled to an unknown destination. The reason behind the attack was not reported.",1,,1762291988,78,1700,6531,6531
YEM103635,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades","Giants Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Hazm Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Support and Reinforcement Brigades; Police Forces of Yemen (2022-2026) Presidential Leadership Council - STC Security Belt Forces; Southern Resistance","State forces","State forces-State forces",,887,"Middle East",Yemen,Lahij,"Al Musaymir",,"Habil Hanash",13.5205,44.4333,2,"Undisclosed Source","Local partner-Other","On 1 January 2025, Houthi forces clashed with the STC 13th Saiqa Brigade, Southern Resistance forces, Security Belt forces, 5th Support and Reinforcement Brigades, 2nd Hazm Brigade, and the 2nd Giants Brigade in Habil Hanash front (Al Musaymir, Lahij). The clashes resulted in the killing of 3 and the injury of 6 Houthi fighters and the killing of 2 and injury of 5 STC soldiers.",5,,1770676302,48,211,1090,1090
YEM95867,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2017-) Houthi",,"State forces","Civilians (Yemen)","Farmers (Yemen)",Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Taizz,"Sabir Al Mawadim",,"Al Arish",13.5342,44.0736,1,"Al Mashhad Al Yemeni - Pro-IRG; Al Sahil Al Gharbi; Khabar News Agency (Yemen); Undisclosed Source","Local partner-Other","On 1 January 2025, Houthi forces shelled areas in Al Arish village (Sabir Al Mawadim, Taizz) resulting in an injury to a 17-year-old girl who was grazing sheep.",0,,1754563409,1234,1796,2973,2973
YEM95873,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2022-2026) Presidential Leadership Council",,"State forces","Civilians (Yemen)",,Civilians,"State forces-Civilians","Civilian targeting",887,"Middle East",Yemen,Taizz,"Sabir Al Mawadim",,"Qaryat ash Shaqb",13.4625,44.0631,1,"Undisclosed Source; Yemen News Agency (SABA) - Houthi","Local partner-Other","On 1 January 2025, IRG forces shelled Al Qahaf area in Ash Shaqib (Sabir Al Mawadim, Taizz) injuring 1 child (9-year-old).",0,,1770676350,2507,6216,8638,8638
YEM95883,2025-01-01,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Tribal Militia (Yemen)",,"Identity militia","Civilians (Yemen)","Unidentified Tribal Group (Yemen)",Civilians,"Identity militia-Civilians","Civilian targeting",887,"Middle East",Yemen,Hadramawt,Shibam,,Shibam,15.9214,48.6362,1,"Al Mashhad Al Yemeni - Pro-IRG; Undisclosed Source","Local partner-Other","On 1 January 2025, unidentified tribal armed men ambushed another tribe near Al Qarah school in Shibam (Shibam, Hadramawt) resulting in the killing of 1 tribesman and injury of several others. The reason behind the attack was tribal revenge.",1,,1762820001,6772,15785,25658,25658
SYR143040,2025-01-01,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)",,"Political militia","Military Forces of Syria (2024-)",,"State forces","State forces-Political militia",,760,"Middle East",Syria,Idleb,Idleb,Teftnaz,Talhiyeh,35.9664,36.8357,2,SNHR,"Local partner-Other","On 1 January 2025, a landmine planted by unidentified gunmen near Talhiyeh in rural Idleb detonated, killing one member of the military forces of Syria while he and a group of individuals attempted to remove mines in the area. The victim is from Sinjar city in rural Idleb which was under control of the former regime. 1 fatality.",1,,1764045690,2225,2547,2590,2590
YEM103636,2025-01-01,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Yemen (2017-) Houthi",,"State forces","Military Forces of Yemen (2022-2026) Presidential Leadership Council - 30th Armored Brigade","Giants Brigades; Military Forces of Yemen (2022-2026) Presidential Leadership Council; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC; Military Forces of Yemen (2022-2026) Presidential Leadership Council - STC Saiqa Brigades","State forces","State forces-State forces",,887,"Middle East",Yemen,"Ad Dali",Qaatabah,,"Al Fakhir",13.8667,44.6000,2,"Undisclosed Source","Local partner-Other","On 1 January 2025, Houthi forces clashed with STC 1st Saiqa Brigade, 2nd Giants Brigade, 2nd Commando Brigade (coded as STC generic forces), IRG 30th and 33rd Armored Brigade, and affiliated Salafist forces in Al Fakhir area (Qaatabah, Ad Dali). The clashes resulted in the killing of 2 and injury of 3 Houthi fighters.",2,,1770676302,3356,5050,7785,7785
IRQ61700,2025-01-02,2025,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)",,"External/Other forces",,,,"External/Other forces only",,368,"Middle East",Iraq,Duhok,"Al Amadiya","Markaz Al Amadiya",Amadiya,37.0921,43.4877,2,"Al Maloomah",National,"On 2 January 2025, Turkish army warplanes conducted airstrikes targeting 4 mountaintops in the Al Amadiya district (coded to district center Amadiya) (Duhok). Casualties unknown.",0,,1753954492,2908,6462,8158,8158
IRQ61840,2025-01-02,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Iraq)",,"Political militia","Civilians (Iraq)","Government of Iraq (2022-)",Civilians,"Political militia-Civilians","Civilian targeting",368,"Middle East",Iraq,Maysan,"Al Kahla","Al Msharah",Amara,31.8356,47.1448,1,"Al Mirbad",National,"On 2 January 2025, unknown gunmen opened fire targeting a house of a government employee in Al Qahira neighborhood in the center of Amara city (Maysan). The attack took place at night. The owner of the house worked as a chief engineer in a service department. There were no casualties.",0,"local administrators",1762291738,27727,115696,348981,115696
IRQ61841,2025-01-02,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Iraq)",,"Political militia","Civilians (Iraq)",,Civilians,"Political militia-Civilians","Civilian targeting",368,"Middle East",Iraq,Maysan,"Al Kahla","Al Msharah",Amara,31.8356,47.1448,1,"Al Mirbad",National,"On 2 January 2025, unknown gunmen driving a car opened fire targeting a hotel for tourists next to Dijlah Street in Amara city (Maysan). There were no casualties.",0,,1762291738,27727,115696,348981,115696
